SOC,OCV
96.5300818,4.15182
96.52454023,4.151835
96.51899866,4.151529
96.51345708,4.151837
96.50791551,4.151381
96.50237394,4.151524
96.49683237,4.151443
96.49129079,4.151388
96.48574922,4.15121
96.48038641,4.151258
96.47484484,4.151348
96.46930326,4.151062
96.46376169,4.15093
96.45267855,4.151067
96.44713697,4.150946
96.4415954,4.150821
96.43605383,4.150948
96.43051226,4.151058
96.42497068,4.150604
96.41942911,4.150696
96.4140663,4.150765
96.40852473,4.150415
96.40298315,4.150454
96.39744158,4.150632
96.39190001,4.150531
96.38635844,4.150461
96.38081686,4.150354
96.37527529,4.150439
96.36973372,4.15032
96.35865057,4.149986
96.34756743,4.149975
96.34202586,4.14976
96.33666304,4.149794
96.33112147,4.150013
96.3255799,4.149727
96.32003833,4.14969
96.31449675,4.149568
96.30895518,4.149738
96.30341361,4.149519
96.29787204,4.149398
96.29233046,4.14935
96.28678889,4.149658
96.28124732,4.149463
96.27570575,4.149251
96.27016417,4.149368
96.26480136,4.149172
96.25925979,4.149061
96.25371822,4.149061
96.24817664,4.149182
96.24263507,4.148869
96.2370935,4.148949
96.23155193,4.149005
96.22601035,4.149014
96.22046878,4.148674
96.21492721,4.148736
96.2095644,4.148768
96.20402282,4.148708
96.19848125,4.148518
96.19293968,4.148386
96.18739811,4.148637
96.18185653,4.148555
96.17631496,4.148372
96.17077339,4.148038
96.16523182,4.148336
96.15969024,4.148054
96.15414867,4.148082
96.1486071,4.148138
96.14324429,4.148161
96.13770271,4.147959
96.13216114,4.147926
96.121078,4.147882
96.11553642,4.147573
96.10999485,4.147642
96.10445328,4.14789
96.09891171,4.147378
96.09337013,4.147545
96.08228699,4.14749
96.07692418,4.147364
96.06584103,4.147395
96.06029946,4.147228
96.05475789,4.147038
96.04921631,4.147268
96.04367474,4.147037
96.03813317,4.147002
96.0325916,4.146821
96.02705002,4.146823
96.02150845,4.146969
96.01614564,4.146831
96.01060407,4.146653
96.00506249,4.146774
95.99952092,4.146748
95.99397935,4.146587
95.98843778,4.146463
95.9828962,4.146487
95.97181306,4.14641
95.96072991,4.146384
95.95518834,4.146321
95.94982553,4.146025
95.94428396,4.146008
95.93874238,4.146204
95.93320081,4.145897
95.92765924,4.146014
95.92211767,4.146181
95.91657609,4.145776
95.91103452,4.145688
95.90549295,4.145741
95.89995138,4.145896
95.89458857,4.145853
95.88904699,4.145588
95.88350542,4.145383
95.87796385,4.145559
95.87242227,4.145411
95.8668807,4.145324
95.85579756,4.145301
95.85025598,4.145098
95.83917284,4.145109
95.83363127,4.14512
95.82826846,4.144939
95.82272688,4.144814
95.81718531,4.145047
95.81164374,4.144868
95.80610217,4.144788
95.80056059,4.144638
95.78947745,4.144459
95.78393588,4.144506
95.7783943,4.144556
95.77303149,4.144472
95.76731116,4.144312
95.76194835,4.144177
95.75640677,4.14451
95.74532363,4.143994
95.73424048,4.143992
95.72869891,4.144176
95.72315734,4.143784
95.71761577,4.14379
95.71207419,4.144002
95.70653262,4.143681
95.70099105,4.143383
95.69562824,4.143867
95.69008666,4.143716
95.68454509,4.143674
95.67900352,4.143442
95.67346195,4.143696
95.66792037,4.143644
95.6623788,4.143394
95.65683723,4.143229
95.65129566,4.143378
95.64575408,4.143242
95.64021251,4.143157
95.62912937,4.143338
95.62358779,4.143036
95.61804622,4.142962
95.61268341,4.14285
95.60696308,4.143046
95.60160026,4.142858
95.59605869,4.142734
95.59051712,4.143076
95.58497555,4.142734
95.57943397,4.142423
95.5738924,4.142275
95.56280926,4.142458
95.55726768,4.142309
95.55172611,4.142476
95.5463633,4.142263
95.54082173,4.142125
95.53528015,4.14221
95.52973858,4.142104
95.52419701,4.142216
95.51865544,4.141909
95.51311386,4.141814
95.50757229,4.142231
95.49648915,4.14181
95.49094757,4.141777
95.485406,4.141828
95.48004319,4.141558
95.47432286,4.141471
95.46896004,4.141515
95.46341847,4.141666
95.45233533,4.141112
95.44679375,4.14151
95.44125218,4.141315
95.43571061,4.141167
95.43016904,4.141081
95.42462746,4.140998
95.41354432,4.141055
95.40263993,4.14095
95.39709836,4.140802
95.39155679,4.140426
95.38601522,4.140748
95.38047364,4.140719
95.37493207,4.14028
95.3693905,4.140477
95.36384893,4.140583
95.35830735,4.140392
95.34722421,4.140138
95.3418614,4.140328
95.33631982,4.140509
95.33077825,4.140154
95.32523668,4.140106
95.31969511,4.14
95.31415353,4.13995
95.30861196,4.139987
95.30307039,4.140079
95.29752882,4.139851
95.29198724,4.139821
95.28644567,4.139773
95.2809041,4.139832
95.27536253,4.139785
95.26999971,4.139606
95.26445814,4.139475
95.25891657,4.139484
95.253375,4.139457
95.24229185,4.13937
95.23675028,4.139262
95.23120871,4.139025
95.22566713,4.139121
95.21458399,4.139056
95.20904242,4.139054
95.20350084,4.138985
95.19813803,4.139091
95.18705489,4.138654
95.17597174,4.138909
95.17043017,4.138681
95.1648886,4.138598
95.15934702,4.138773
95.15380545,4.138607
95.14826388,4.138333
95.14272231,4.138343
95.13163916,4.138441
95.12073478,4.13812
95.1151932,4.138261
95.10965163,4.138158
95.10411006,4.137956
95.09856849,4.137837
95.09302691,4.137925
95.08194377,4.137754
95.0764022,4.137832
95.06531905,4.137486
95.05995624,4.137419
95.05441467,4.137624
95.04887309,4.137614
95.04333152,4.137402
95.03778995,4.137209
95.03224838,4.137345
95.0267068,4.13734
95.01562366,4.137129
95.01008209,4.137236
95.00454051,4.137044
94.99899894,4.137031
94.99363613,4.137157
94.98809456,4.136882
94.98255298,4.136847
94.97701141,4.136582
94.97146984,4.136599
94.96038669,4.136608
94.94930355,4.136518
94.94376198,4.136397
94.9382204,4.136505
94.93267883,4.136333
94.92713726,4.136415
94.92159569,4.136003
94.91623287,4.136171
94.9106913,4.136226
94.90514973,4.136241
94.89406658,4.135981
94.88852501,4.136074
94.88298344,4.136019
94.87744187,4.135666
94.87190029,4.135839
94.86635872,4.135934
94.86099591,4.135608
94.85545434,4.135584
94.84991276,4.135855
94.83882962,4.135375
94.83328805,4.135391
94.82774647,4.135631
94.8222049,4.135293
94.81666333,4.135232
94.81130052,4.135226
94.80021737,4.135166
94.78913423,4.135119
94.78359266,4.135199
94.77805108,4.134841
94.77250951,4.134899
94.76696794,4.134952
94.76142637,4.134838
94.75606355,4.13472
94.75052198,4.134583
94.74498041,4.134745
94.73389726,4.134395
94.72281412,4.134568
94.71727255,4.134441
94.71173097,4.134254
94.7061894,4.133969
94.70064783,4.134265
94.69510626,4.134049
94.68974344,4.134139
94.6786603,4.133975
94.66757715,4.13362
94.66203558,4.133972
94.65649401,4.133812
94.65095244,4.133644
94.63986929,4.133687
94.62896491,4.133355
94.62342333,4.133371
94.61234019,4.133183
94.60679862,4.133222
94.60125704,4.133503
94.59571547,4.132974
94.5901739,4.133031
94.58463233,4.133101
94.57909075,4.133139
94.57354918,4.132979
94.56800761,4.13268
94.56246604,4.132899
94.55710322,4.132959
94.55156165,4.132723
94.54602008,4.132578
94.54047851,4.132873
94.53493693,4.132677
94.52939536,4.132601
94.52385379,4.132444
94.51831222,4.132537
94.50722907,4.132427
94.49614593,4.132409
94.49060435,4.132041
94.48506278,4.132094
94.47952121,4.131926
94.4741584,4.132144
94.46861682,4.131963
94.46307525,4.131912
94.45753368,4.131959
94.45199211,4.132353
94.44090896,4.131587
94.43536739,4.131874
94.42982582,4.131724
94.42428424,4.131553
94.4132011,4.131604
94.40783829,4.131316
94.40211795,4.131236
94.39675514,4.131288
94.385672,4.131042
94.38013042,4.131085
94.37458885,4.131157
94.36904728,4.131118
94.36350571,4.131056
94.35796413,4.130707
94.34688099,4.130946
94.34133942,4.130796
94.33579784,4.130638
94.33043503,4.130705
94.32489346,4.130674
94.31935189,4.13052
94.31381031,4.130569
94.30826874,4.130456
94.30272717,4.130444
94.2971856,4.130233
94.29164402,4.130458
94.28056088,4.130158
94.27501931,4.130112
94.26947773,4.130382
94.26393616,4.13012
94.25857335,4.129931
94.25285302,4.12989
94.24194863,4.129903
94.23640706,4.1295
94.22532391,4.129609
94.21978234,4.129522
94.21424077,4.129387
94.2086992,4.129606
94.20315762,4.129513
94.19761605,4.129408
94.19207448,4.129259
94.18653291,4.129332
94.18117009,4.129459
94.17562852,4.129175
94.17008695,4.129253
94.16454538,4.129217
94.1590038,4.129039
94.15346223,4.128964
94.14792066,4.128907
94.14237909,4.128968
94.13683751,4.128609
94.13129594,4.128781
94.1202128,4.128635
94.11467122,4.12849
94.10912965,4.128324
94.10358808,4.12874
94.09804651,4.12845
94.09268369,4.128201
94.08714212,4.128462
94.08160055,4.128441
94.07605898,4.128079
94.0705174,4.128229
94.06497583,4.128207
94.05943426,4.128118
94.05389269,4.127969
94.04835111,4.127827
94.04280954,4.128029
94.03726797,4.127935
94.0317264,4.127805
94.02618482,4.1275
94.01528044,4.127542
94.00973887,4.127726
94.00419729,4.127692
93.99865572,4.127599
93.99311415,4.127262
93.98757258,4.127406
93.982031,4.127554
93.97648943,4.12759
93.97094786,4.127156
93.96540629,4.127215
93.95986471,4.12739
93.95432314,4.12718
93.94878157,4.126984
93.94341876,4.127061
93.93233561,4.126848
93.92679404,4.126793
93.92125247,4.126925
93.91571089,4.126809
93.91016932,4.126483
93.90462775,4.126565
93.8935446,4.126575
93.88800303,4.126534
93.87709865,4.126665
93.87137831,4.126409
93.8660155,4.126135
93.86047393,4.126171
93.85493236,4.126281
93.84939078,4.126193
93.83830764,4.126079
93.82722449,4.125682
93.82168292,4.125873
93.81614135,4.126024
93.81059978,4.126093
93.8050582,4.125654
93.79951663,4.125493
93.79415382,4.125505
93.78843349,4.125504
93.78307067,4.125439
93.77198753,4.125433
93.76644596,4.125071
93.76090438,4.125154
93.75536281,4.12534
93.74982124,4.125318
93.74427967,4.125114
93.73873809,4.124843
93.73319652,4.125196
93.72211338,4.124931
93.71675056,4.124805
93.71120899,4.124727
93.70566742,4.124768
93.70012585,4.124601
93.69458427,4.124587
93.6890427,4.124669
93.67795956,4.124488
93.66687641,4.12461
93.66133484,4.124297
93.65579327,4.124322
93.65043046,4.124497
93.64488888,4.124377
93.63934731,4.124166
93.63380574,4.124178
93.62826416,4.124199
93.62272259,4.124142
93.61718102,4.123744
93.61163945,4.124094
93.6005563,4.123787
93.59501473,4.123602
93.58947316,4.123881
93.58393158,4.123875
93.57839001,4.123585
93.57284844,4.123567
93.56730687,4.12359
93.56194406,4.123564
93.55640248,4.123318
93.55086091,4.123247
93.54531934,4.123347
93.53977777,4.12317
93.53423619,4.123086
93.52869462,4.123178
93.52315305,4.123174
93.51761147,4.122958
93.5120699,4.122944
93.50652833,4.123104
93.50098676,4.122914
93.48990361,4.122698
93.48436204,4.122756
93.47882047,4.122618
93.47327889,4.122783
93.46791608,4.122492
93.46237451,4.122868
93.45683294,4.122363
93.45129137,4.122428
93.44020822,4.122443
93.43466665,4.122222
93.42912508,4.122212
93.4235835,4.122244
93.41804193,4.122241
93.41250036,4.121925
93.40695879,4.121994
93.40141721,4.122113
93.39587564,4.121931
93.38479249,4.121822
93.37388811,4.121639
93.36834654,4.121664
93.36280497,4.121677
93.35726339,4.121741
93.35172182,4.121375
93.34618025,4.121444
93.3350971,4.121368
93.32955553,4.121294
93.31847239,4.121326
93.31293081,4.121057
93.30738924,4.121022
93.30184767,4.121051
93.2963061,4.12113
93.29076452,4.120752
93.28540171,4.120746
93.27968138,4.121011
93.27431857,4.120814
93.26323542,4.120477
93.25769385,4.120584
93.25215228,4.120587
93.2466107,4.120386
93.24106913,4.120495
93.23552756,4.12044
93.22444441,4.120324
93.21336127,4.120448
93.2078197,4.120076
93.20227812,4.120054
93.19673655,4.119909
93.19119498,4.119853
93.18565341,4.119771
93.17457026,4.120058
93.16902869,4.119781
93.16348711,4.119892
93.1581243,4.119657
93.14704116,4.119619
93.14149959,4.119549
93.13595801,4.119508
93.13041644,4.119421
93.12487487,4.119328
93.1193333,4.119117
93.11379172,4.119427
93.10270858,4.118981
93.09162543,4.119316
93.08608386,4.11899
93.08054229,4.118898
93.07500072,4.118959
93.06945914,4.119047
93.06391757,4.118935
93.05283442,4.118845
93.04747161,4.118791
93.04193004,4.11866
93.03638847,4.118472
93.02530532,4.118526
93.01976375,4.118283
93.01422218,4.118302
93.00868061,4.118362
93.00313903,4.118243
92.99759746,4.118232
92.98651432,4.118304
92.98097274,4.117918
92.97560993,4.117911
92.9698896,4.118129
92.96452679,4.117999
92.95898521,4.117887
92.95344364,4.117786
92.94790207,4.117927
92.9423605,4.117723
92.93681892,4.1175
92.93127735,4.117639
92.92019421,4.117395
92.91465263,4.117172
92.90911106,4.117383
92.90356949,4.117585
92.89802792,4.11736
92.89248634,4.117313
92.88694477,4.117329
92.8814032,4.117303
92.87586163,4.117045
92.87032005,4.116906
92.86477848,4.116987
92.85941567,4.11694
92.8538741,4.116913
92.84833252,4.116833
92.84279095,4.116877
92.83724938,4.116732
92.82616623,4.116755
92.82062466,4.116545
92.80954152,4.116425
92.80399994,4.116561
92.79845837,4.116344
92.7929168,4.116228
92.78737523,4.116232
92.78183365,4.11647
92.77075051,4.116086
92.75966736,4.116049
92.75412579,4.115912
92.74858422,4.115829
92.74304265,4.115753
92.73750107,4.115792
92.7319595,4.11562
92.72641793,4.115503
92.71533478,4.11568
92.70425164,4.115713
92.69871006,4.115302
92.69316849,4.115341
92.68762692,4.115323
92.68208535,4.115331
92.67672254,4.115182
92.66563939,4.114919
92.66009782,4.115275
92.64901467,4.114902
92.63793153,4.114981
92.63238996,4.114866
92.62684838,4.114721
92.62130681,4.114626
92.61576524,4.114641
92.61022367,4.114474
92.59914052,4.114596
92.59359895,4.114551
92.5825158,4.114339
92.57697423,4.114483
92.57161142,4.114411
92.56606985,4.114286
92.56052827,4.114369
92.5549867,4.114268
92.54390356,4.113995
92.53836198,4.114157
92.53282041,4.114103
92.52727884,4.113753
92.52173727,4.113881
92.51619569,4.113774
92.51065412,4.113942
92.50511255,4.113697
92.49957098,4.113481
92.48866659,4.113604
92.47758345,4.113447
92.47204187,4.113393
92.4665003,4.113369
92.46095873,4.113053
92.45541716,4.113235
92.44987558,4.113229
92.43879244,4.113052
92.43325087,4.113134
92.42216772,4.112735
92.41680491,4.112844
92.41108458,4.112997
92.40572176,4.112669
92.40018019,4.112579
92.39463862,4.112621
92.38355547,4.112799
92.37247233,4.112687
92.36693076,4.11264
92.36138918,4.112255
92.35584761,4.112271
92.35030604,4.112358
92.34476447,4.112295
92.33922289,4.112282
92.33368132,4.111975
92.32813975,4.112165
92.32277694,4.112142
92.3170566,4.111977
92.31169379,4.111979
92.30615222,4.112111
92.30061065,4.1117
92.29506907,4.111757
92.2895275,4.111911
92.28398593,4.111857
92.27844436,4.111553
92.27290278,4.111552
92.26181964,4.111415
92.25627807,4.111176
92.25073649,4.111288
92.24519492,4.111436
92.23965335,4.111269
92.23429054,4.111189
92.22874896,4.111117
92.22320739,4.110907
92.21766582,4.110977
92.21212425,4.110901
92.20658267,4.111111
92.2010411,4.110975
92.19549953,4.1108
92.18995796,4.110605
92.18441638,4.110816
92.17887481,4.110753
92.17333324,4.110562
92.16779167,4.110389
92.16225009,4.110562
92.15670852,4.110591
92.15134571,4.110416
92.14562538,4.110512
92.14026256,4.110434
92.12917942,4.110248
92.12363785,4.110296
92.11809627,4.11028
92.1125547,4.109911
92.10701313,4.109828
92.10147156,4.110034
92.09592998,4.110135
92.09038841,4.109735
92.07930527,4.10989
92.07376369,4.109686
92.06822212,4.109481
92.06268055,4.109646
92.05713898,4.109676
92.0515974,4.1096
92.04605583,4.109417
92.04069302,4.109631
92.03497269,4.109369
92.02960987,4.109393
92.0240683,4.109301
92.01852673,4.109161
92.01298516,4.109174
92.00744358,4.1092
91.99636044,4.109164
91.98527729,4.108772
91.97973572,4.109031
91.96865258,4.108727
91.963111,4.108479
91.95756943,4.108725
91.95202786,4.1088
